split,track_id,frame_index,target_type,payload_capability,adversarial_capability,endurance_margin,mission_type,coordination_level,heading_angle,route_deviation,distance,velocity,altitude,time_to_arrival,swarm_size,defense_capability,target_asset_value,track_confidence,threat_label,urgency_label
train,189,44,0.00000000,0.56066829,0.49713033,0.34644529,0.00000000,0.44405571,0.51213348,0.24018678,0.56251931,0.42532787,0.36737904,0.47735199,0.48281455,0.62791055,0.75943410,0.51661116,3,2
train,189,45,0.00000000,0.64480191,0.48169604,0.34323117,0.00000000,0.55464786,0.45081663,0.28553632,0.61176217,0.46898073,0.38991210,0.51214623,0.47102538,0.67966056,0.75652403,0.60816950,3,2
train,189,46,0.00000000,0.63113540,0.47049823,0.31665403,0.00000000,0.43852916,0.44416016,0.27325845,0.57978678,0.46648288,0.38578674,0.53917539,0.46245420,0.63081086,0.74900293,0.52567792,3,2
train,189,47,0.00000000,0.62693363,0.44619164,0.31256098,0.00000000,0.48975381,0.39789388,0.29647565,0.56755018,0.48247391,0.38040316,0.47600770,0.45177421,0.67712480,0.76155961,0.53136557,3,2
train,189,48,0.00000000,0.63780856,0.45778158,0.34295282,0.00000000,0.47443289,0.40434524,0.34654814,0.53035986,0.44823623,0.42430440,0.49682376,0.44737473,0.65335077,0.75982672,0.54674679,3,2
train,189,49,0.00000000,0.66875440,0.47744781,0.38405171,0.00000000,0.50211722,0.43167287,0.32250980,0.56684983,0.48214176,0.34671628,0.41762710,0.50153673,0.66688561,0.76021665,0.56818599,3,2
train,189,50,0.00000000,0.58809280,0.41728461,0.34488946,0.00000000,0.48459092,0.42908743,0.24052693,0.58920819,0.47923097,0.39742911,0.47003552,0.43578383,0.62442529,0.70378375,0.60491669,3,2
train,189,51,0.00000000,0.60407507,0.50110918,0.30111358,0.00000000,0.46563575,0.36243668,0.32513097,0.50780249,0.46869165,0.39738804,0.45619991,0.50685763,0.66019213,0.69115150,0.53230840,3,2
train,189,52,0.00000000,0.63412142,0.45786628,0.30752334,0.00000000,0.51236081,0.39448923,0.25772735,0.52765590,0.45998874,0.37278369,0.51398981,0.45582861,0.65766293,0.74043918,0.58444458,3,2
train,189,53,0.00000000,0.62144661,0.47925547,0.30561051,0.00000000,0.50542504,0.40615788,0.25974196,0.49666208,0.42298123,0.39917389,0.44618690,0.51798266,0.60929406,0.75568974,0.55823594,4,2
train,189,54,0.00000000,0.56968826,0.46398884,0.32339877,0.00000000,0.48961383,0.38641518,0.28359374,0.49373794,0.46859244,0.36806777,0.40466258,0.44888833,0.64988500,0.74559349,0.57803488,4,2
train,189,55,0.00000000,0.59955060,0.38064617,0.34120339,0.00000000,0.44507593,0.35128748,0.32412782,0.48284990,0.49585265,0.34705961,0.41927835,0.49307925,0.63340920,0.75143760,0.57219708,4,2
train,189,56,0.00000000,0.63699913,0.44513562,0.28495929,0.00000000,0.54379982,0.36919755,0.24590419,0.51842099,0.42960039,0.29412258,0.39892244,0.53298336,0.65994036,0.72302818,0.57627100,4,2
train,189,57,0.00000000,0.59877861,0.43154383,0.31029767,0.00000000,0.49927860,0.36427128,0.26332515,0.47539121,0.44996068,0.35038817,0.37178192,0.48528963,0.62954342,0.77457422,0.54448903,4,2
train,189,58,0.00000000,0.57310969,0.39386526,0.33361030,0.00000000,0.52406341,0.38618118,0.31593481,0.52208114,0.46500710,0.36842939,0.40795538,0.49529928,0.64071518,0.76493573,0.55088425,4,2
train,189,59,0.00000000,0.61066782,0.45577821,0.34529179,0.00000000,0.45589355,0.35291341,0.30594531,0.51459956,0.49541673,0.36979029,0.42556393,0.50372994,0.66526699,0.74347144,0.55154401,4,2
train,189,60,0.00000000,0.59328622,0.42010221,0.35418722,0.00000000,0.46781388,0.35290220,0.29095995,0.44406661,0.44134238,0.35532013,0.38844964,0.48754933,0.62068510,0.76410955,0.52873963,4,2
train,189,61,0.00000000,0.63075125,0.47326013,0.33830187,0.00000000,0.47350231,0.31411561,0.32451010,0.49940816,0.44565466,0.33175102,0.40668374,0.48106554,0.66389561,0.73009068,0.54732871,4,2
train,189,62,0.00000000,0.61289597,0.48747355,0.32997209,0.00000000,0.50894314,0.33398733,0.29767060,0.49777955,0.45977253,0.34767285,0.37456077,0.53178108,0.67538112,0.76298892,0.51322991,4,2
train,189,63,0.00000000,0.62115216,0.44169465,0.35995662,0.00000000,0.48249760,0.25674355,0.28841606,0.51020682,0.40379754,0.37000728,0.37744114,0.48093787,0.67300439,0.74214077,0.57380307,4,2
train,211,0,0.00000000,0.59223181,0.49933076,0.23888120,0.00000000,0.07009786,0.98000002,0.32810259,0.73988169,0.44327605,0.45832050,0.62287080,0.30154851,0.75110316,0.57705808,0.63314492,3,2
train,211,1,0.00000000,0.56778109,0.44160447,0.23459511,0.00000000,0.04117710,0.98000002,0.33985019,0.67115664,0.39828253,0.50630295,0.67263293,0.29392460,0.79468864,0.50987673,0.57828313,3,2
train,211,2,0.00000000,0.53551519,0.42556962,0.21584329,0.00000000,0.08028620,0.97154814,0.31418511,0.65626651,0.43016297,0.42174745,0.60772485,0.31043148,0.84073460,0.48760706,0.54919356,3,2
train,211,3,0.00000000,0.64571029,0.44992200,0.24465367,0.00000000,0.12689658,0.93667233,0.30609617,0.67326725,0.42084616,0.44518703,0.65885490,0.31547588,0.79679531,0.49964374,0.54841202,3,2
train,211,4,0.00000000,0.60272503,0.48908707,0.20590718,0.00000000,0.09998766,0.95294422,0.31828460,0.69346827,0.45301819,0.46483102,0.58994663,0.26241148,0.81240118,0.55214328,0.62836546,3,2
train,211,5,0.00000000,0.54399174,0.43043777,0.20899697,0.00000000,0.04992712,0.96857560,0.36024335,0.69050580,0.44361636,0.46441925,0.61019593,0.29755291,0.84554154,0.52400458,0.61120266,3,2
train,211,6,0.00000000,0.53563976,0.46034828,0.22448780,0.00000000,0.15084711,0.94014525,0.35636818,0.65948927,0.46657518,0.42046362,0.60850614,0.30233014,0.83334529,0.51379353,0.60501558,3,2
train,211,7,0.00000000,0.60114133,0.47669703,0.24421458,0.00000000,0.12036604,0.91678911,0.34429118,0.71532661,0.36893928,0.47746933,0.59105653,0.32945734,0.83667481,0.53148597,0.59840733,3,2
train,211,8,0.00000000,0.58052987,0.46301293,0.27454507,0.00000000,0.11866537,0.98000002,0.37104449,0.70001662,0.45197293,0.48243177,0.57578504,0.29648361,0.82577318,0.55488014,0.64488000,3,2
train,211,9,0.00000000,0.55681378,0.42615563,0.17381762,0.00000000,0.10955827,0.92331177,0.31587863,0.65081465,0.44490951,0.41144514,0.64297640,0.31450751,0.82271868,0.53279430,0.56250423,3,2
train,211,10,0.00000000,0.56218487,0.50475889,0.21632768,0.00000000,0.13145004,0.98000002,0.31164294,0.70613998,0.42850685,0.48570701,0.64427179,0.31467706,0.81695575,0.56772071,0.59298289,3,2
train,211,11,0.00000000,0.60190004,0.49261945,0.26435724,0.00000000,0.08441653,0.98000002,0.30640328,0.63198256,0.44600454,0.46941119,0.60056651,0.31973347,0.86813462,0.57099265,0.58499998,3,2
train,211,12,0.00000000,0.56037241,0.49562919,0.26801735,0.00000000,0.13731024,0.90638751,0.32733846,0.66519850,0.40210876,0.43485975,0.54420513,0.29110315,0.82935870,0.56149900,0.60834795,3,2
train,211,13,0.00000000,0.62542421,0.46591267,0.23426747,0.00000000,0.11739730,0.94195354,0.35092169,0.67795914,0.48960730,0.40671933,0.61726797,0.31312180,0.84691602,0.54642594,0.61470795,3,2
train,211,14,0.00000000,0.60416049,0.46527478,0.20005924,0.00000000,0.12610985,0.98000002,0.37007961,0.67262501,0.48612919,0.47572088,0.59932059,0.35414720,0.86073130,0.49090546,0.56932366,3,2
train,211,15,0.00000000,0.57046193,0.44686240,0.20571820,0.00000000,0.14224598,0.93363899,0.34607241,0.69134241,0.46873462,0.41957122,0.58479124,0.34376127,0.81360847,0.53711289,0.57661247,3,2
train,211,16,0.00000000,0.53595537,0.48266578,0.22167143,0.00000000,0.07903890,0.93597275,0.33486316,0.65336835,0.48050329,0.46325842,0.55185097,0.32952937,0.82529891,0.58703476,0.57912940,3,2
train,211,17,0.00000000,0.55681634,0.46112245,0.24639335,0.00000000,0.11350442,0.94127780,0.35070288,0.65911329,0.43955436,0.40212297,0.59919149,0.32100233,0.79830945,0.55629647,0.58556485,3,2
train,211,18,0.00000000,0.57210803,0.51142567,0.22836283,0.00000000,0.12753268,0.91700983,0.35843331,0.64587337,0.37578163,0.44964039,0.56785905,0.35485217,0.75823271,0.58756822,0.56756037,3,2
train,211,19,0.00000000,0.54383421,0.45689735,0.20592719,0.00000000,0.12871854,0.94958085,0.36219600,0.63333875,0.45680422,0.43128893,0.57373089,0.31920886,0.82889402,0.55044520,0.60447180,3,2
train,211,20,0.00000000,0.57120007,0.43259686,0.27643698,0.00000000,0.14398487,0.96206301,0.36053643,0.68148398,0.46661165,0.46857086,0.53182435,0.32336950,0.81422526,0.55204618,0.56087750,3,2
train,211,21,0.00000000,0.56513613,0.44318223,0.20702644,0.00000000,0.14468275,0.83802062,0.36647016,0.67840487,0.44955921,0.42720285,0.53370446,0.36422703,0.80779678,0.50124860,0.59461099,3,2
train,211,22,0.00000000,0.56535286,0.44859937,0.22695909,0.00000000,0.12179883,0.90988857,0.31183094,0.57857984,0.49622586,0.42620000,0.53841358,0.31641477,0.84800172,0.52597970,0.63981122,3,2
train,211,23,0.00000000,0.57039142,0.45810989,0.21689977,0.00000000,0.20565125,0.94138491,0.33932987,0.66011041,0.45599765,0.46207979,0.55242229,0.34641507,0.84251243,0.57286042,0.55127674,3,2
train,211,24,0.00000000,0.54044110,0.45238611,0.22184429,0.00000000,0.12528273,0.93168312,0.38160437,0.65112293,0.49558291,0.41035736,0.52949715,0.40032023,0.78744435,0.50420344,0.59031153,3,2
train,211,25,0.00000000,0.60039347,0.48375970,0.22098924,0.00000000,0.23760791,0.98000002,0.35919076,0.59664088,0.45558649,0.37342229,0.55454010,0.32186350,0.80169874,0.54462057,0.52232575,3,2
train,211,26,0.00000000,0.51337183,0.45064589,0.19680580,0.00000000,0.13636716,0.85539454,0.31230536,0.65424091,0.53898638,0.45014334,0.51487911,0.36745265,0.79465467,0.53384852,0.56085283,3,2
train,211,27,0.00000000,0.53082639,0.47144976,0.14983076,0.00000000,0.18148094,0.82750154,0.33383355,0.64698184,0.46465981,0.46248493,0.51146084,0.33954930,0.81712538,0.50700063,0.55955940,3,2
train,211,28,0.00000000,0.54999429,0.44615257,0.25184613,0.00000000,0.17155679,0.86710024,0.39016685,0.59606117,0.48511788,0.44299218,0.56484824,0.33495623,0.81524247,0.54840797,0.57361835,3,2
train,211,29,0.00000000,0.60772872,0.46208990,0.23853819,0.00000000,0.15565728,0.85170937,0.31871626,0.54907066,0.52469432,0.43520042,0.49864915,0.36020958,0.82170582,0.48426378,0.57799888,3,2
train,211,30,0.00000000,0.58205390,0.48880646,0.24597290,0.00000000,0.16747275,0.87620246,0.35369617,0.53958791,0.45010781,0.37990260,0.48754010,0.38021648,0.83606476,0.61110109,0.55070817,3,2
train,211,31,0.00000000,0.54875177,0.49541035,0.22629610,0.00000000,0.15325928,0.82709610,0.36856639,0.61355633,0.56197369,0.39848617,0.51970524,0.35777253,0.82125974,0.57266366,0.61462778,3,2
train,211,32,0.00000000,0.57612807,0.48703936,0.23719820,0.00000000,0.29841018,0.86955124,0.36131683,0.59423202,0.49328455,0.43028089,0.45899954,0.36683929,0.80615950,0.54860777,0.58384424,3,2
train,211,33,0.00000000,0.59192550,0.46179792,0.19778650,0.00000000,0.17845339,0.79993343,0.38581675,0.59209269,0.47313908,0.43474260,0.54063147,0.32915783,0.81234992,0.51994324,0.59340191,3,2
train,211,34,0.00000000,0.56696242,0.47527882,0.20093530,0.00000000,0.20159073,0.84436393,0.37603995,0.54294997,0.44479001,0.39791074,0.44305870,0.31836262,0.82123595,0.57465756,0.57456774,3,2
train,211,35,0.00000000,0.56593084,0.48732746,0.21569686,0.00000000,0.18039988,0.86044347,0.33769402,0.53089005,0.47770897,0.37615523,0.46585208,0.31488669,0.82997292,0.55139989,0.58810902,3,2
train,211,36,0.00000000,0.55520803,0.44418696,0.17601959,0.00000000,0.20338829,0.83385545,0.36864597,0.56681526,0.51377505,0.42482969,0.48052442,0.34608120,0.83176506,0.53173357,0.55053914,3,2
train,211,37,0.00000000,0.57864952,0.47553232,0.22358887,0.00000000,0.15228584,0.85549897,0.36935300,0.54483342,0.47030723,0.39751220,0.45185530,0.38084987,0.83562821,0.52652454,0.55740529,3,2
train,211,38,0.00000000,0.60601705,0.46138367,0.22026750,0.00000000,0.14984770,0.84348387,0.34369716,0.50221461,0.47710246,0.38054812,0.49514380,0.39137071,0.80608052,0.54177445,0.56220233,3,2
train,211,39,0.00000000,0.52322316,0.48597276,0.19060649,0.00000000,0.16908139,0.78948241,0.37692276,0.51891279,0.52314550,0.37095669,0.46973303,0.35283297,0.77605921,0.54202789,0.58111650,3,2
train,211,40,0.00000000,0.52583808,0.44010210,0.22936919,0.00000000,0.19527276,0.80367088,0.40808681,0.49040592,0.49025592,0.35931456,0.44076949,0.36048517,0.81024349,0.54318118,0.54481441,3,2
train,211,41,0.00000000,0.54907405,0.45325014,0.24362075,0.00000000,0.21950458,0.77095956,0.44403651,0.52038592,0.49431536,0.39398447,0.44106248,0.38886759,0.80225682,0.53559202,0.51314753,4,2
train,211,42,0.00000000,0.56630951,0.46912074,0.18467049,0.00000000,0.30325288,0.78137076,0.35731021,0.52326566,0.50068069,0.39920819,0.42582446,0.38175339,0.81422251,0.48332790,0.56088930,4,2
train,211,43,0.00000000,0.53264701,0.44295150,0.22278497,0.00000000,0.22087161,0.75654811,0.39755651,0.47642362,0.54907030,0.39633995,0.39753664,0.40078855,0.83930641,0.51258272,0.49268177,4,2
train,211,44,0.00000000,0.58627760,0.44979656,0.25940999,0.00000000,0.17655486,0.74466801,0.37249488,0.49667031,0.50731379,0.36395037,0.35840812,0.34022781,0.79601848,0.50087881,0.53530556,4,2
train,211,45,0.00000000,0.59884185,0.50069171,0.23424049,0.00000000,0.24175204,0.76047450,0.37711641,0.44617254,0.51954895,0.36761037,0.37402770,0.38244656,0.83255494,0.57257086,0.53746247,4,2
train,211,46,0.00000000,0.54301101,0.46084890,0.22414397,0.00000000,0.19426335,0.72320473,0.42003694,0.43127197,0.52331901,0.41269806,0.34567377,0.46836501,0.81421715,0.54716951,0.56391203,4,2
train,211,47,0.00000000,0.56287843,0.44108301,0.20202063,0.00000000,0.22419518,0.73768967,0.39666310,0.45065334,0.52460009,0.37160474,0.35484225,0.37380424,0.82425576,0.55777764,0.56442332,4,2
train,211,48,0.00000000,0.58205503,0.42584425,0.21731396,0.00000000,0.20292014,0.73342288,0.37948036,0.39727274,0.52202165,0.37803403,0.39271995,0.37217322,0.81934941,0.51517653,0.57049149,4,2
train,211,49,0.00000000,0.52626020,0.45181876,0.23748130,0.00000000,0.25354961,0.71370554,0.37354329,0.46242714,0.53046346,0.37508291,0.38492510,0.43436092,0.81028014,0.52718216,0.56672871,4,2
train,211,50,0.00000000,0.56641006,0.43789607,0.17228870,0.00000000,0.26654878,0.73811644,0.36156020,0.46685383,0.52171141,0.43569940,0.34492785,0.40048644,0.81159651,0.53167439,0.59109622,4,2
train,211,51,0.00000000,0.56589192,0.49136075,0.21056445,0.00000000,0.27747959,0.71815753,0.38961753,0.41989997,0.53428781,0.36120003,0.34189487,0.39605322,0.78315467,0.56670654,0.49247172,4,2
train,211,52,0.00000000,0.55481344,0.48453557,0.23127654,0.00000000,0.26809856,0.64425057,0.45121139,0.41489536,0.53704834,0.34030652,0.39292413,0.38712615,0.83523470,0.52067339,0.56024504,4,2
train,211,53,0.00000000,0.55438048,0.49472496,0.21857949,0.00000000,0.23215330,0.77941710,0.37171417,0.41836438,0.53113610,0.35629961,0.33301902,0.38840002,0.82265824,0.54463327,0.55428070,4,2
train,211,54,0.00000000,0.60666901,0.53295809,0.20269339,0.00000000,0.29428542,0.72034383,0.44098929,0.41122824,0.51746637,0.38079739,0.36220455,0.43219981,0.82657373,0.58276856,0.50713021,4,2
train,211,55,0.00000000,0.58108783,0.47880912,0.21322159,0.00000000,0.26683766,0.61741823,0.42482546,0.37585369,0.56418741,0.40279749,0.27992779,0.43766782,0.86417550,0.55630046,0.53642851,4,2
train,211,56,0.00000000,0.56908536,0.44528684,0.21481220,0.00000000,0.22438486,0.70202112,0.37624818,0.40783697,0.56445003,0.36361331,0.26989168,0.42364931,0.82201010,0.55918813,0.51644117,4,2
train,211,57,0.00000000,0.54172784,0.47710928,0.23427284,0.00000000,0.27525255,0.69439477,0.37241527,0.40169036,0.50791872,0.36063975,0.25769809,0.43118846,0.83654636,0.51636320,0.53310829,4,2
train,211,58,0.00000000,0.56536454,0.41385418,0.21117127,0.00000000,0.25181055,0.64826059,0.41510746,0.37176037,0.51970965,0.36011145,0.33052209,0.43724969,0.81276572,0.54679602,0.56729239,4,2
train,211,59,0.00000000,0.52330905,0.48164794,0.18383250,0.00000000,0.23768179,0.63943624,0.38025516,0.36535138,0.55367780,0.36911687,0.31294546,0.40246618,0.80588412,0.51356900,0.51339847,4,2
train,211,60,0.00000000,0.58644629,0.47018254,0.18973130,0.00000000,0.29083455,0.65942073,0.37587905,0.32971972,0.52891934,0.40674868,0.34304583,0.41769952,0.79745090,0.54074043,0.50297058,4,2
train,211,61,0.00000000,0.61132395,0.47386011,0.20454761,0.00000000,0.24178174,0.61212063,0.41870433,0.37162170,0.55584532,0.37183329,0.28369701,0.45877960,0.81549776,0.57667232,0.55883527,4,2
train,211,62,0.00000000,0.51186985,0.44975078,0.16676828,0.00000000,0.25003543,0.63662982,0.37890264,0.36437705,0.55407703,0.36567855,0.30771866,0.42519066,0.83971506,0.56374872,0.51435119,4,2
train,211,63,0.00000000,0.57617587,0.48664638,0.25284421,0.00000000,0.24497180,0.61245722,0.43499860,0.37678787,0.55839771,0.41538933,0.27124834,0.39998889,0.79215622,0.54532868,0.51813173,4,2
train,207,0,0.00000000,0.72774482,0.46103093,0.27349156,0.00000000,0.52470165,0.63694531,0.12658221,0.63948226,0.46544361,0.31667346,0.53749192,0.51423794,0.69095457,0.73642939,0.75581068,4,2
train,207,1,0.00000000,0.74672675,0.43220055,0.29406741,0.00000000,0.48018226,0.67342049,0.12968795,0.62264842,0.49681202,0.33783293,0.49539429,0.48920795,0.71268392,0.70421481,0.70715207,4,2
train,207,2,0.00000000,0.73342913,0.49878043,0.29748452,0.00000000,0.46043026,0.62234193,0.11704303,0.63853997,0.53842807,0.35520068,0.49563205,0.45851713,0.70959157,0.75549579,0.73828232,4,2
train,207,3,0.00000000,0.72557056,0.46583003,0.32300758,0.00000000,0.48222905,0.61243308,0.18182884,0.62185323,0.49321809,0.34344357,0.54287541,0.43740898,0.71010441,0.72384328,0.70306522,4,2
train,207,4,0.00000000,0.73828709,0.50506139,0.33524269,0.00000000,0.46908715,0.69860464,0.15488338,0.57663095,0.45652547,0.35257041,0.51757276,0.43640274,0.66852564,0.73771876,0.76222450,4,2
train,207,5,0.00000000,0.76247543,0.49784836,0.31167218,0.00000000,0.50761199,0.64820576,0.12303250,0.61091793,0.47611210,0.32403499,0.53837526,0.45392901,0.68172646,0.72372967,0.77098250,4,2
train,207,6,0.00000000,0.71694267,0.47684884,0.34875461,0.00000000,0.49046537,0.65168345,0.18625031,0.60695916,0.49682346,0.30413279,0.49710527,0.48790619,0.70101374,0.80115318,0.72962862,4,2
train,207,7,0.00000000,0.73961109,0.41964933,0.33811039,0.00000000,0.48087588,0.61462712,0.14090586,0.62102824,0.48994979,0.32647228,0.49511775,0.45005125,0.73401189,0.73176116,0.72282630,4,2
train,207,8,0.00000000,0.71619612,0.49474496,0.30991784,0.00000000,0.50416118,0.64432931,0.18352021,0.64774138,0.46442607,0.34761235,0.52148712,0.37095323,0.75915629,0.73874205,0.73147506,4,2
train,207,9,0.00000000,0.70059043,0.47368529,0.24787454,0.00000000,0.49557695,0.65759015,0.16206148,0.60888237,0.48720914,0.35048094,0.52917993,0.46557409,0.65886998,0.73233545,0.72942185,4,2
train,207,10,0.00000000,0.63992029,0.44336584,0.29287416,0.00000000,0.50305843,0.61062330,0.19124110,0.55661368,0.48693746,0.31666371,0.53386658,0.48539957,0.69727385,0.75628799,0.77445489,4,2
train,207,11,0.00000000,0.70590919,0.45498252,0.31204328,0.00000000,0.51030785,0.63333446,0.15529208,0.61785215,0.48860633,0.35763443,0.49702018,0.40101725,0.70210153,0.74576300,0.75209415,4,2
train,207,12,0.00000000,0.65959918,0.48713708,0.35168341,0.00000000,0.47591573,0.63377136,0.16176540,0.59883100,0.45118445,0.33186814,0.53507006,0.43814170,0.73499924,0.68602020,0.72362053,4,2
train,207,13,0.00000000,0.73089284,0.50724703,0.29941818,0.00000000,0.52297455,0.58047062,0.19811891,0.59996182,0.41928297,0.31967422,0.54778451,0.44560605,0.70335734,0.76905841,0.70678091,4,2
train,207,14,0.00000000,0.73445445,0.50089657,0.29192576,0.00000000,0.52952641,0.56372058,0.18038949,0.60120994,0.45318714,0.29127976,0.50035810,0.44561988,0.67915356,0.75694090,0.70284837,4,2
train,207,15,0.00000000,0.69714224,0.45154241,0.26482973,0.00000000,0.49154189,0.59156096,0.13798071,0.59777617,0.41473317,0.30592120,0.46764213,0.47303674,0.66588342,0.76276362,0.69254589,4,2
train,207,16,0.00000000,0.73270762,0.48892596,0.28323537,0.00000000,0.51689905,0.61104780,0.17081290,0.61403847,0.50885236,0.30463058,0.47440359,0.46813285,0.74383903,0.77461857,0.65097266,4,2
train,207,17,0.00000000,0.68702996,0.49225667,0.31555101,0.00000000,0.51003075,0.56825614,0.14118323,0.59007710,0.47347462,0.30672354,0.47154287,0.43551984,0.67998201,0.73009294,0.68988764,4,2
train,207,18,0.00000000,0.73323745,0.47800630,0.30807155,0.00000000,0.56903130,0.56387222,0.15868352,0.56511849,0.52491552,0.28600436,0.51215386,0.48129526,0.74089539,0.72455257,0.72364819,4,2
train,207,19,0.00000000,0.72387439,0.51419854,0.27342591,0.00000000,0.49857360,0.67127645,0.12301023,0.57537615,0.47756410,0.30665576,0.49753594,0.48490879,0.70327443,0.77557868,0.70538557,4,2
train,207,20,0.00000000,0.68521899,0.52426606,0.28642198,0.00000000,0.55263942,0.56995910,0.20546077,0.59324408,0.51316792,0.30182689,0.46144709,0.45462024,0.69188052,0.78329384,0.67644227,4,2
train,207,21,0.00000000,0.71838111,0.47177202,0.29402021,0.00000000,0.52058983,0.55360514,0.10872465,0.56521988,0.48138532,0.26858741,0.47165951,0.48971060,0.66012830,0.75339264,0.74537784,4,2
train,207,22,0.00000000,0.71560758,0.49050966,0.30010545,0.00000000,0.54553139,0.60372514,0.18703082,0.52088124,0.49790451,0.33546355,0.52226973,0.45594350,0.77437907,0.75727302,0.67125022,4,2
train,207,23,0.00000000,0.76025814,0.52855492,0.29165500,0.00000000,0.61407757,0.56849170,0.12853584,0.52347648,0.44728485,0.31776121,0.45937261,0.47167888,0.73197997,0.74583793,0.67927217,4,2
train,207,24,0.00000000,0.68122923,0.47410047,0.35514635,0.00000000,0.57122457,0.58488786,0.15748659,0.54658991,0.49822652,0.26607007,0.44638917,0.46703798,0.73927665,0.71830946,0.74089158,4,2
train,207,25,0.00000000,0.71030301,0.42450786,0.31707075,0.00000000,0.55105162,0.53198707,0.19084327,0.58284897,0.46601623,0.29844442,0.42264417,0.49184659,0.70930463,0.77162820,0.63825393,4,2
train,207,26,0.00000000,0.70643324,0.46496135,0.29749700,0.00000000,0.55531681,0.57277697,0.16519789,0.54634660,0.48079282,0.27294201,0.39780894,0.53320211,0.70928907,0.70883822,0.74480450,4,2
train,207,27,0.00000000,0.68807358,0.46211877,0.29145333,0.00000000,0.59158301,0.60088211,0.17892155,0.51673263,0.47999093,0.34944284,0.42202693,0.51830870,0.71765286,0.73191410,0.67537099,4,2
train,207,28,0.00000000,0.71397567,0.48240158,0.28631076,0.00000000,0.53854305,0.53010976,0.19744101,0.53943545,0.50587213,0.30018502,0.43746057,0.51167536,0.69188213,0.74661374,0.67768061,4,2
train,207,29,0.00000000,0.67227441,0.48550078,0.30218491,0.00000000,0.54029793,0.49810675,0.19079921,0.52679968,0.52844530,0.31480312,0.38596919,0.49332097,0.72107464,0.77504593,0.77997452,4,2
train,207,30,0.00000000,0.66030717,0.48628393,0.30535322,0.00000000,0.60083544,0.50147533,0.17888887,0.55165792,0.49336961,0.32596907,0.39370981,0.50926077,0.67822182,0.74260920,0.67310411,4,2
train,207,31,0.00000000,0.71817809,0.45992991,0.29812947,0.00000000,0.55445951,0.50788027,0.17316161,0.49353397,0.51641524,0.28428927,0.36600098,0.47562301,0.72676957,0.72036874,0.69000679,4,2
train,207,32,0.00000000,0.65248442,0.51479661,0.29243141,0.00000000,0.55652314,0.51575965,0.18790047,0.53475279,0.53395277,0.29756707,0.37760583,0.50162941,0.70257926,0.70931804,0.72263247,4,2
train,207,33,0.00000000,0.65982568,0.49796075,0.28129226,0.00000000,0.58868319,0.45957151,0.21323593,0.46535796,0.51761526,0.31235749,0.36761022,0.46636477,0.72374821,0.75971395,0.71467048,4,2
train,207,34,0.00000000,0.64436620,0.48604468,0.30445901,0.00000000,0.59514832,0.51436031,0.15622446,0.52997744,0.56703871,0.29191071,0.40803057,0.47338498,0.68629140,0.76355952,0.66402960,4,2
train,207,35,0.00000000,0.75182211,0.49037126,0.28708637,0.00000000,0.54845822,0.48932400,0.18818243,0.49374190,0.56592005,0.28518441,0.33792716,0.48697460,0.68826354,0.75530648,0.66886854,4,2
train,207,36,0.00000000,0.65877467,0.45202911,0.31583634,0.00000000,0.58705622,0.46037263,0.19940697,0.49717566,0.54583812,0.25226974,0.35863024,0.52038097,0.66224200,0.74841702,0.68236947,4,2
train,207,37,0.00000000,0.69110513,0.43850946,0.33290401,0.00000000,0.59010261,0.48909929,0.21135341,0.46325403,0.53758752,0.26650748,0.28517362,0.54095834,0.68712687,0.77213067,0.66252977,4,2
train,207,38,0.00000000,0.66240859,0.49534068,0.28205273,0.00000000,0.62575454,0.44214782,0.16912366,0.43610328,0.55884057,0.28265670,0.33736998,0.50971127,0.68753320,0.75274277,0.69455522,4,2
train,207,39,0.00000000,0.69750667,0.45700499,0.32761320,0.00000000,0.59960669,0.41708446,0.19962345,0.43756825,0.53602904,0.25404879,0.30906805,0.50538129,0.71942234,0.73285830,0.66993827,4,2
train,207,40,0.00000000,0.68978393,0.49112821,0.27905101,0.00000000,0.63949746,0.39802775,0.17257649,0.39891946,0.54190308,0.29572341,0.33262324,0.55393225,0.68771809,0.75507504,0.73691845,4,2
train,207,41,0.00000000,0.71077192,0.45351925,0.35357291,0.00000000,0.63044512,0.42006353,0.21614733,0.42623636,0.51667756,0.32450083,0.36354950,0.53513056,0.69729292,0.75517392,0.68427008,4,2
train,207,42,0.00000000,0.68092859,0.49396417,0.28189147,0.00000000,0.58826905,0.41034344,0.21040241,0.41382918,0.49779388,0.24798943,0.28272960,0.52057934,0.67367506,0.73471922,0.68280226,4,2
train,207,43,0.00000000,0.68371713,0.48493353,0.30277449,0.00000000,0.59155285,0.34153268,0.15785407,0.42479098,0.55975610,0.26512867,0.28738359,0.55817991,0.68874800,0.74537092,0.67986971,4,2
train,207,44,0.00000000,0.65982622,0.44329095,0.32298744,0.00000000,0.60778743,0.33826908,0.19574417,0.36673740,0.56625390,0.29752901,0.23769438,0.50146538,0.67289287,0.76683277,0.69394141,4,2
train,207,45,0.00000000,0.69840831,0.52030575,0.28786308,0.00000000,0.59569240,0.38193548,0.19636996,0.37597159,0.49100593,0.22546604,0.30308941,0.51187158,0.67743605,0.72827601,0.69447970,4,2
train,207,46,0.00000000,0.66647732,0.48055437,0.31820717,0.00000000,0.65943271,0.38661307,0.20794077,0.39854550,0.58738708,0.26807430,0.24124709,0.54143322,0.65066040,0.75201142,0.66186845,4,2
